ID,Species,Aquaculture,Climate_Change,Conflict,Crops,Dams_Water,Fire,Fishing,Geo_Event,Hunting,Inv_Disease,Livestock,Logging,Other_Develop,Plantations,Pollution,Rec_Work
2982,Rhinolophus pearsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2983,Rhinolophus philippinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,Rhinolophus rex,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2985,Rhinolophus rufus,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
2986,Rhinolophus sedulus,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2987,Rhinolophus shameli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2988,Rhinolophus silvestris,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2989,Rhinolophus simulator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,Rhinolophus subbadius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,Rhinolophus subrufus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992,Rhinolophus swinnyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,Rhinolophus thomasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994,Rhinolophus trifoliatus,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
2995,Rhinolophus virgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,Rhinolophus yunanensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,Rhinolophus keyensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,Rhinonicteris aurantia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2999,Rhinophylla alethina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3000,Rhinophylla fischerae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,Rhinophylla pumilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,Rhinopithecus avunculus,0,0,0,1,1,0,0,0,2,0,0,2,2,0,0,0
3003,Rhinopithecus brelichi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3004,Rhinopithecus roxellana,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1
3005,Rhinopithecus bieti,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
3006,Rhinopoma microphyllum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,Rhinopoma macinnesi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,Rhinopoma muscatellum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,Rhipidomys austrinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,Rhipidomys caucensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,Rhipidomys couesi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,Rhipidomys fulviventer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,Rhipidomys latimanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,Rhipidomys leucodactylus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,Rhipidomys macconnelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,Rhipidomys mastacalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017,Rhipidomys ochrogaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,Rhipidomys venezuelae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,Rhipidomys venustus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,Rhipidomys wetzeli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021,Rhizomys pruinosus,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3022,Rhizomys sinensis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3023,Rhizomys sumatrensis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3024,Baeodon alleni,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3025,Rhogeessa genowaysi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3026,Baeodon gracilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,Rhogeessa minutilla,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3028,Rhogeessa mira,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3029,Rhogeessa parvula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,Rhogeessa tumida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,Rhombomys opimus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3032,Rhynchocyon chrysopygus,0,0,0,2,0,0,0,0,2,0,0,2,1,0,0,0
3033,Rhynchocyon petersi,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
3034,Rhynchocyon cirnei,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
3035,Rhyncholestes raphanurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,Rhynchomeles prattorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037,Rhynchomys isarogensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038,Rhynchomys soricoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,Rhynchonycteris naso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,Romerolagus diazi,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1
3041,Boneia bidens,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3042,Rousettus madagascariensis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3043,Rousettus spinalatus,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2
3044,Rousettus amplexicaudatus,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
3045,Pilonycteris celebensis,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
3046,Rousettus leschenaultii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047,Rousettus obliviosus,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1
3048,Stenonycteris lanosus,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3049,Rubrisciurus rubriventer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3050,Rupicapra pyrenaica,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3051,Ruwenzorisorex suncoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3052,Saccolaimus flaviventris,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3053,Saccolaimus mixtus,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3054,Saccolaimus peli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3055,Saccolaimus saccolaimus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3056,Saccopteryx bilineata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057,Saccopteryx canescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058,Saccopteryx gymnura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059,Saccopteryx leptura,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3060,Saccostomus campestris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3061,Saccostomus mearnsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,Saguinus leucopus,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0
3063,Saguinus oedipus,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
3064,Leontocebus tripartitus,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3065,Leontocebus leucogenys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,Leontocebus cruzlimai,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3067,Saiga tatarica,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
3068,Saimiri oerstedii,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0
3069,Saimiri vanzolinii,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3070,Salanoia concolor,0,0,0,2,0,2,1,0,2,2,0,1,0,0,0,0
3071,Salpingotus crassicauda,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3072,Salpingotus heptneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3073,Salpingotus kozlovi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074,Salpingotulus michaelis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3075,Salpingotus pallidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3076,Scapteromys tumidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,Sciurillus pusillus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3078,Sciurotamias davidianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3079,Sciurotamias forresti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,Sciurus anomalus,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3081,Sciurus deppei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082,Sciurus aestuans,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3083,Sciurus alleni,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3084,Sciurus arizonensis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3085,Sciurus aureogaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,Sciurus colliaei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,Sciurus flammifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3088,Sciurus gilvigularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3089,Sciurus granatensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,Sciurus griseus,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3091,Sciurus ignitus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,Sciurus igniventris,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3093,Sciurus lis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,Sciurus nayaritensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3095,Sciurus niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,Sciurus oculatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3097,Sciurus pucheranii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,Sciurus pyrrhinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,Sciurus richmondi,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3100,Sciurus sanborni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,Sciurus spadiceus,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3102,Sciurus stramineus,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3103,Sciurus variegatoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Sciurus yucatanensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3105,Scleronycteris ega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,Scolomys melanops,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3107,Scolomys ucayalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Scotinomys teguina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,Scotinomys xerampelinus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3110,Scotoecus albofuscus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111,Scotoecus hirundo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,Scotoecus pallidus,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3113,Scotomanes ornatus,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
3114,Scotophilus borbonicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,Scotophilus celebensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,Scotophilus dinganii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117,Scotophilus heathii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3118,Scotophilus kuhlii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,Scotophilus leucogaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,Scotophilus nigrita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,Scotophilus nux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,Scotophilus robustus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,Scotophilus viridis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,Sekeetamys calurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,Selevinia betpakdalaensis,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3126,Setonix brachyurus,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,0
3127,Sicista betulina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,Sicista armenica,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3129,Sicista caucasica,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3130,Sicista caudata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,Sicista concolor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,Sicista kazbegica,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3133,Sicista napaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,Sicista pseudonapaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,Sicista severtzovi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3136,Sicista strandi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,Sicista tianshanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138,Sicista kluchorica,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3139,Sigmodon alstoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,Sigmodon arizonae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,Sigmodon fulviventer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,Sigmodon hispidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,Sigmodon inopinatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,Sigmodon leucotis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,Sigmodon mascotensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,Sigmodon ochrognathus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,Sigmodon peruanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3148,Sigmodontomys alfari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,Tanyuromys aphrastus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150,Simias concolor,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3151,Sminthopsis douglasi,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3152,Sminthopsis psammophila,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0
3153,Sminthopsis butleri,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3154,Sminthopsis archeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,Sminthopsis leucopus,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0
3156,Atopogale cubana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3157,Solenodon paradoxus,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
3158,Solenodon marcanoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,Solisorex pearsoni,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3160,Solomys ponceleti,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3161,Solomys salamonis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3162,Solomys salebrosus,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3163,Solomys sapientis,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3164,Sorex cansulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,Sorex cylindricauda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,Sorex excelsus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,Sorex hosonoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,Sorex kozlovi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,Sorex leucogaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,Sorex sinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,Sorex jacksoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,Sorex pribilofensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,Sorex macrodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,Sorex oreopolus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,Sorex sclateri,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3176,Sorex stizodon,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3177,Sorex arizonae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,Sorex milleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,Sorex samniticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,Chodsigoa salenskii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,Sousa teuszii,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3182,Spalacopus cyanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,Spalax arenarius,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3184,Spalax giganteus,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3185,Spalax microphthalmus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3186,Speothos venaticus,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0
3187,Spermophilopsis leptodactylus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,Spermophilus citellus,0,1,0,2,0,1,0,0,1,0,0,0,2,1,1,1
3189,Xerospermophilus mohavensis,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
3190,Urocitellus washingtoni,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3191,Urocitellus townsendii,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
3192,Notocitellus adocetus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3193,Spermophilus alashanicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,Notocitellus annulatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3195,Otospermophilus beecheyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,Spermophilus dauricus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,Spermophilus erythrogenys,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3198,Spermophilus fulvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3199,Callospermophilus madrensis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3200,Spermophilus major,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3201,Ictidomys mexicanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,Urocitellus parryii,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3203,Xerospermophilus perotensis,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3204,Spermophilus pygmaeus,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3205,Spermophilus relictus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,Spermophilus suslicus,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
3207,Xerospermophilus tereticaudus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,Urocitellus undulatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,Otospermophilus variegatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,Spermophilus xanthoprymnus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,Urocitellus brunneus,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0
3212,Urocitellus endemicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3213,Sphaerias blanfordi,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0
3214,Sphaeronycteris toxophyllum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,Coendou mexicanus,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
3216,Coendou spinosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,Coendou insidiosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,Coendou vestitus,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3219,Spilocuscus maculatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,Spilocuscus kraemeri,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3221,Spilocuscus papuensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3222,Spilocuscus rufoniger,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3223,Srilankamys ohiensis,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
3224,Steatomys jacksoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3225,Steatomys caurinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,Steatomys cuppedius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,Steatomys krebsii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,Steatomys parvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,Steatomys pratensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230,Stenella attenuata,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3231,Stenella clymene,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3232,Stenella coeruleoalba,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3233,Stenella frontalis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3234,Stenella longirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3235,Steno bredanensis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3236,Stenocephalemys albocaudata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,Stenocephalemys griseicauda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3238,Stenoderma rufum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3239,Nesoromys ceramicus,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3240,Rattus niobe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,Rattus richardsoni,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3242,Rattus vandeuseni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3243,Rattus verecundus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3244,Stochomys longicaudatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3245,Strigocuscus celebensis,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3246,Strigocuscus pelengensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3247,Sturnira aratathomasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3248,Sturnira bidens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3249,Sturnira bogotensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3250,Sturnira erythromos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,Sturnira luisi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,Sturnira magna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3253,Sturnira mordax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3254,Sturnira nana,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3255,Sturnira tildae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3256,Styloctenium wallacei,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3257,Stylodipus andrewsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3258,Stylodipus sungorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3259,Stylodipus telum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3260,Surdisorex norae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3261,Surdisorex polulus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3262,Suncus remyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3263,Suncus ater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3264,Suncus dayi,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3265,Suncus fellowesgordoni,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3266,Suncus hosei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3267,Suncus malayanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,Suncus mertensi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3269,Suncus montanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3270,Suncus zeylanicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,Sundamys infraluteus,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3272,Sundamys maxi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,Sundamys muelleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3274,Sundasciurus brookei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,Sundasciurus fraterculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3276,Sundasciurus hippurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3277,Sundasciurus jentinki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3278,Sundasciurus juvencus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3279,Sundasciurus lowii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3280,Sundasciurus moellendorffi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,Sundasciurus philippinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282,Sundasciurus rabori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3283,Sundasciurus samarensis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
