id,Species,Aquaculture,Climate_Change,Conflict,Crops,Dams_Water,Fire,Fishing,Geo_Event,Hunting,Inv_Disease,Livestock,Logging,Other_Develop,Plantations,Pollution,Rec_Work
4888,Vireo modestus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4889,Vireo nanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4890,Vireo latimeri,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
4891,Vireo osburni,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
4892,Vireo cassinii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4893,Vireo plumbeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4894,Vireo solitarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4895,Vireo flavifrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4896,Vireo philadelphicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4897,Vireo flavoviridis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4898,Vireo gracilirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4899,Vireo altiloquus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900,Vireo magister,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4901,Vireo leucophrys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4902,Hylophilus amaurocephalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4903,Hylophilus poicilotis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4904,Hylophilus semicinereus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4905,Hylophilus pectoralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4906,Vireo sclateri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4907,Pachysylvia muscicapina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4908,Hylophilus brunneiceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4909,Pachysylvia hypoxantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4910,Pachysylvia semibrunnea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4911,Pachysylvia aurantiifrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4912,Hylophilus olivaceus,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4913,Pachysylvia decurtata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4914,Androphobus viridis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4915,Psophodes olivaceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4916,Psophodes nigrogularis,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
4917,Psophodes occidentalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4918,Psophodes cristatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4919,Cinclosoma punctatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4920,Cinclosoma castanotum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4921,Cinclosoma ajax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4922,Ptilorrhoa leucosticta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4923,Ptilorrhoa castanonota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4924,Eupetes macrocerus,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0
4925,Ifrita kowaldi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4926,Corcorax melanorhamphos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4927,Struthidea cinerea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4928,Daphoenositta miranda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4929,Mohoua albicilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930,Mohoua ochrocephala,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4931,Mohoua novaeseelandiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4932,Oreoica gutturalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933,Rhagologus leucostigma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4934,Pachycare flavogriseum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4935,Coracornis raveni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4936,Aleadryas rufinucha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4937,Pachycephala olivacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4938,Pachycephala rufogularis,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0
4939,Pachycephala inornata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4940,Pachycephala cinerea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4941,Pachycephala albiventris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4942,Pachycephala homeyeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4943,Pachycephala phaionota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4944,Pachycephala hyperythra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4945,Pachycephala modesta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4946,Pachycephala hypoxantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4947,Pachycephala sulfuriventer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4948,Pachycephala philippinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4949,Pachycephala meyeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4950,Pachycephala griseiceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4951,Pachycephala simplex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4952,Pachycephala orpheus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4953,Pachycephala soror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4954,Pachycephala lorentzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4955,Pachycephala melanura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4956,Pachycephala caledonica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4957,Pachycephala flavifrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4958,Pachycephala jacquinoti,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
4959,Pachycephala schlegelii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,Pachycephala nudigula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4961,Pachycephala aurea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4962,Pachycephala griseonota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4963,Pachycephala arctitorquis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4964,Pachycephala monacha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4965,Pachycephala leucogastra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4966,Pachycephala rufiventris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4967,Pachycephala lanioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4968,Colluricincla tenebrosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4969,Colluricincla megarhyncha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4970,Colluricincla boweri,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4971,Colluricincla woodwardi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4972,Colluricincla harmonica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4973,Pachycephala tenebrosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4974,Pitohui dichrous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4975,Pseudorectes incertus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4976,Pseudorectes ferrugineus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4977,Ornorectes cristatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4978,Melanorectes nigrescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4979,Eulacestoma nigropectus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4980,Turnagra capensis,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4981,Platylophus galericulatus,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0
4982,Gymnorhinus cyanocephalus,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0
4983,Cyanocitta cristata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4984,Cyanocitta stelleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4985,Aphelocoma coerulescens,0,2,0,1,0,2,0,0,1,2,0,0,2,0,0,0
4986,Aphelocoma unicolor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4987,Cyanolyca turcosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4988,Cyanolyca viridicyanus,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4989,Cyanolyca cucullata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4990,Cyanolyca pulchra,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
4991,Cyanolyca pumilo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4992,Cyanolyca nanus,0,0,0,2,0,0,0,0,0,0,2,2,1,0,0,1
4993,Cyanolyca mirabilis,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
4994,Cyanolyca argentigula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4995,Cyanocorax melanocyaneus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4996,Cyanocorax sanblasianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,Cyanocorax yucatanicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4998,Cyanocorax beecheii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4999,Cyanocorax cyanomelas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,Cyanocorax coeruleus,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0
5001,Cyanocorax violaceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,Cyanocorax cristatellus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,Cyanocorax heilprini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5004,Cyanocorax cayanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,Cyanocorax affinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,Cyanocorax dickeyi,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5007,Cyanocorax chrysops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,Cyanocorax cyanopogon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,Cyanocorax mystacalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5010,Cyanocorax yncas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,Cyanocorax morio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5012,Cyanocorax colliei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,Cyanocorax formosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5014,Garrulus lanceolatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,Garrulus lidthi,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
5016,Perisoreus infaustus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,Perisoreus internigrans,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0
5018,Perisoreus canadensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5019,Urocissa ornata,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0
5020,Urocissa caerulea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5021,Urocissa flavirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5022,Urocissa erythroryncha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023,Cissa chinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024,Cissa hypoleuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,Dendrocitta vagabunda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5026,Dendrocitta formosae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,Dendrocitta leucogastra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5028,Dendrocitta frontalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,Dendrocitta bayleii,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
5030,Crypsirina temia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,Crypsirina cucullata,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0
5032,Temnurus temnurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,Pica nutalli,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
5034,Zavattariornis stresemanni,0,3,0,2,0,2,0,0,0,0,2,2,2,0,0,0
5035,Podoces hendersoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,Podoces biddulphi,0,0,0,2,0,0,0,0,0,0,2,2,1,0,0,0
5037,Podoces panderi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,Podoces pleskei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,Pseudopodoces humilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,Nucifraga columbiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,Pyrrhocorax pyrrhocorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5042,Pyrrhocorax graculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,Ptilostomus afer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044,Corvus monedula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,Corvus dauuricus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5046,Corvus splendens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047,Corvus moneduloides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5048,Corvus typicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5049,Corvus unicolor,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0
5050,Corvus florensis,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0
5051,Corvus kubaryi,0,1,0,2,0,0,0,0,2,3,0,0,2,0,0,0
5052,Corvus validus,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0
5053,Corvus meeki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5054,Corvus woodfordi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,Corvus fuscicapillus,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
5056,Corvus tristis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,Corvus capensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5058,Corvus frugilegus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5059,Corvus caurinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,Corvus brachyrhynchos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,Corvus ossifragus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,Corvus imparatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,Corvus sinaloae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5064,Corvus jamaicensis,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
5065,Corvus nasicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5066,Corvus leucognaphalus,0,0,0,2,0,0,0,0,2,1,0,2,0,0,0,0
5067,Corvus corone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068,Corvus bennetti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,Corvus coronoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5070,Corvus mellori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071,Corvus pectoralis,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0
5072,Corvus hawaiiensis,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1
5073,Corvus cryptoleucus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,Corvus ruficollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5075,Corvus corax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5076,Corvus rhipidurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,Corvus albicollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5078,Corvus crassirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,Melampitta lugubris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5080,Megalampitta gigantea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,Loboparadisea sericea,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5082,Cnemophilus loriae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5083,Macgregoria pulchra,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5084,Manucodia ater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,Manucodia chalybatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5086,Manucodia comrii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,Manucodia jobiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5088,Phonygammus keraudrenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5089,Semioptera wallacii,0,0,0,2,0,1,0,0,0,0,0,2,1,2,0,1
5090,Paradigalla carunculata,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5091,Paradigalla brevicauda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,Epimachus fastosus,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5093,Epimachus meyeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5094,Drepanornis albertisi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5095,Drepanornis bruijnii,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
5096,Parotia sefilata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,Parotia carolae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5098,Parotia wahnesi,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5099,Lophorina magnifica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,Lophorina intercedens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,Lophorina victoriae,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102,Lophorina paradisea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,Cicinnurus magnificus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,Cicinnurus respublica,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5105,Cicinnurus regius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106,Astrapia nigra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,Astrapia splendidissima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5108,Astrapia mayeri,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
5109,Astrapia stephaniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,Astrapia rothschildi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,Pteridophora alberti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,Seleucidis melanoleucus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,Paradisaea rubra,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
5114,Paradisaea minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,Paradisaea apoda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116,Paradisaea raggiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,Paradisaea decora,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
5118,Paradisaea guilielmi,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5119,Paradisornis rudolphi,0,0,0,2,0,0,0,0,1,0,0,2,2,0,0,0
5120,Cracticus mentalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,Cracticus cassicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,Cracticus louisiadensis,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
5123,Cracticus nigrogularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5124,Melloria quoyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,Gymnorhina tibicen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,Strepera graculina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,Strepera fuliginosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5128,Strepera versicolor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,Artamus fuscus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,Artamus leucoryn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,Artamus monachus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,Artamus maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,Artamus insignis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,Artamus mentalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,Artamus personatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5136,Artamus superciliosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,Artamus cinereus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,Artamus cyanopterus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,Artamus minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,Pityriasis gymnocephala,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0,0
5141,Peltops blainvillii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,Peltops montanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,Oriolus forsteni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5144,Oriolus phaeochromus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,Oriolus szalayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146,Oriolus sagittatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,Oriolus flavocinctus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5148,Oriolus steerii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,Oriolus albiloris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,Oriolus isabellae,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
5151,Oriolus auratus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5152,Oriolus chinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5153,Oriolus tenuirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154,Oriolus chlorocephalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,Oriolus crassirostris,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
5156,Oriolus brachyrynchus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5157,Oriolus monacha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158,Oriolus larvatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5159,Oriolus percivali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,Oriolus nigripennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,Oriolus xanthornus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5162,Oriolus hosii,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0
5163,Oriolus traillii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5164,Oriolus mellianus,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0
5165,Sphecotheres hypoleucus,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
5166,Sphecotheres vieilloti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5167,Sphecotheres viridis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5168,Coracina maxima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5169,Coracina larvata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,Coracina schistacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5171,Coracina personata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,Coracina atriceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,Coracina fortis,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5174,Coracina novaehollandiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5175,Coracina caeruleogrisea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5176,Coracina temminckii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5177,Coracina bicolor,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0
5178,Coracina lineata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5179,Coracina boyeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5180,Coracina leucopygia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5181,Coracina papuensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5182,Coracina longicauda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5183,Coracina parvula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,Celebesica abbotti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5185,Edolisoma anale,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5186,Ceblepyris pectoralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5187,Ceblepyris caesius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,Cyanograucalus azureus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,Ceblepyris graueri,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
5190,Lalage typica,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
